100003|401014501758790|Y||20230726|||
100006|401014401475565|Y||20230726|||
100031|401014300449726|Y||20220726|||
100032|401014501905342|Y||20240726|||
100077|401014401199609|Y||20230726|||
100127|401014401391503|Y||20230727|||
100305|401014200644537::401014300722799|Y||20210726|||
100315|401014300467692::401014300697206|Y||20220726|||
100387|401014300721262|Y||20220726|||
100404|401014200604373::401014300472214|Y||20210727|||
100487|401014200643208::401014300468825|Y||20220726|||
100508|401014200689392::401014300728006|Y||20220726|||
100519|401014401222328|Y|||||
100656|401014300393976|Y||20250726|||
100657|401014603210310|Y||20251126|||
100793|401014200644521|Y||20230726|||
100814|401014300469296|Y||20220824|||
100817|401014602980067|Y||20240726|||
100829|401014602988325|Y||20250726|||
100995|401014200689411|Y||20250726|||
101089|401014401278477|Y||20220724|||
101196|401014300722265|Y||20220726|||
101236|401014501960853|Y||20260726|||
101266|401014401332783|Y||20230724|||
101401|401014401306400|Y||20240726|||
101404|401014603160637|Y||20250726|||
101538|401014200643468|Y||20220726|||
101585|401014200598912|Y||20210724|||
101677|401014401199622|Y||20220726|||
101697|401014603009082|Y||20240726|||
101720|401014200601930|Y||20210724|||
101726|401014300369467|Y||20220726|||
101745|401014200645580::401014300468331|Y||20220726|||
101877|401014603154689|Y||20250726|||
101943|401014603215800|Y||20250726|||
101992|401014300453788|Y||20220726|||
101999|401014603210365|Y||20250726|||
102013|401014501626814|Y||20230726|||
102021|401014200642775::401014300468769|Y||20240724|||
102069|401014300033226::401014300467309|Y||20220726|||
102075|401014300369491|Y||20210726|||
102101|401014300035379::401014300725022|Y||20220726|||
102106|401014501687978|Y||20250726|||
102133|401014603154486|Y||20240726|||
102176|401014200583509::401014300730948|Y||20221227|||
102259|401014501756620|Y||20240726|||
102263|401014401332631|Y||20210727|||
102356|401014300383968|Y||20240726|||
102445|401014300721109|Y||20220724|||
102473|401014200642866::401014300450219|Y||20220724|||
102515|401014200479828|Y||20220724|||
102535|401014300473499|Y||20220726|||
102563|401014200689477::401014300468985|Y||20220726|||
102634|401014200487632|Y||20210724|||
102658|401014703415091|Y||20210724|||
102955|401014300365598|Y||20220726|||
102983|401014300053087::401014300468777|Y||20220726|||
103003|401014200646751::401014300467262|Y||20220726|||
103021|401014602622127|Y||20230726|||
103038|401014200604439::401014300469202|Y||20210724|||
103076|401014501614159|Y||20240727|||
103077|401014200351899|Y||20210727|||
103113|401014401196798|Y||20230726|||
103144|401014300469025|Y||20220724|||
103159|401014703424427|Y||20250726|||
103208|401014401422769|Y||20230726|||
103325|401014501816384|Y||20240726|||
103424|401014200689745::401014300471716|Y||20220726|||
103457|401014200601600::401014300474356|Y||20210726|||
103470|401014501919218|Y||20240726|||
103496|401014300365554|Y||20220726|||
103507|401014401219990|Y||20220726|||
103518|401014200583463::401014300721882|Y||20210724|||
103628|401014401169958|Y||20220726|||
103719|401014501884239|Y|||||
103734|401014603012728|Y||20250726|||
103798|401014400924073|Y||20210724|||
103855|401014300030664|Y||20250726|||
103900|401014200603510|Y||20220727|||
10392|401014703527814|Y||20240726|||
103969|401014400936836|Y||20220724|||
103972|401014200604598|Y|||||
103988|401014300035331::401014300471747|Y||20220726|||
104349|401014501758954|Y||20230726|||
104382|401014602984005|Y||20250726|||
104393|401014602622096|Y||20220726|||
104427|401014703424443|Y||20250726|||
104451|401014300399003|Y||20230726|||
104458|401014602982458|Y||20250926|||
104524|401014300725060|Y||20220724|||
104539|401014602979440|Y||20240726|||
104558|401014603069113|Y||20230726|||
104632|401014300826617|Y||20220726|||
104686|401014200569420|Y||20210724|||
104708|401014200586228::401014300469163|Y||20210726|||
104721|401014501631140|Y||20250726|||
104743|401014200643603::401014300471123|Y||20240726|||
104790|401014501611616|Y||20240726|||
10483|401014603215612|Y||20250726|||
104840|401014602986286|Y||20250726|||
104850|401014602980453|Y||20250726|||
